,Company,TypeName,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,ppi,Touchscreen,IPS,HDD,SSD,Hybrid,Flash_Storage
1100,Dell,Ultrabook,Intel Core i3,4,500GB HDD,Intel HD,Windows 7,1.5,101573,125.37,0,0,500,0,0,0
1101,Dell,Ultrabook,Intel Core i3,4,128GB SSD,Intel HD,Windows 7,1.5,104420,125.37,0,0,0,128,0,0
1102,Acer,Notebook,Other Intel Processor,4,16GB SSD,Intel HD,Chrome OS,2.2,18701,100.45,0,0,0,16,0,0
1103,HP,Workstation,Intel Core i7,8,1TB HDD,AMD FirePro,Windows 7,3.0,259403,127.34,0,1,1,0,0,0
1104,Lenovo,Gaming,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,2.4,107287,141.21,0,0,0,512,0,0
1105,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.5,126444,125.37,0,0,0,256,0,0
1106,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.9,135221,127.34,0,0,1,128,0,0
1107,Lenovo,2 in 1 Convertible,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,2.1,77579,141.21,1,1,0,256,0,0
1108,HP,Notebook,AMD A-Series,4,1TB HDD,AMD Radeon,Windows 10,2.1,35613,141.21,0,0,1,0,0,0
1109,Asus,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.59,119814,141.21,0,1,1,128,0,0
1110,HP,Notebook,Other Intel Processor,8,256GB SSD,Intel HD,Windows 10,1.16,152027,276.05,1,0,0,256,0,0
1111,Dell,Notebook,Intel Core i5,4,500GB HDD,AMD Radeon,Windows 7,2.24,68824,100.45,0,0,500,0,0,0
1112,Lenovo,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,2.1,38387,100.45,0,0,0,128,0,0
1113,HP,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.16,176186,165.63,0,0,0,512,0,0
1115,Dell,Ultrabook,Intel Core i7,8,256GB SSD,Intel Iris,Windows 10,1.23,123393,165.63,0,0,0,256,0,0
1116,Lenovo,Gaming,Intel Core i7,16,256GB SSD +  1.0TB Hybrid,Nvidia GeForce,Windows 10,4.6,246069,127.34,0,1,0,256,10,0
1118,Toshiba,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.05,199182,165.63,0,0,0,512,0,0
1119,Asus,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.52,117442,127.34,0,0,1,128,0,0
1121,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.16,151221,165.63,0,0,0,256,0,0
1122,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.43,135383,157.35,0,0,0,256,0,0
1123,Dell,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Linux,2.09,46854,100.45,0,0,500,0,0,0
1124,Asus,Notebook,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,2.0,38924,100.45,0,0,1,0,0,0
1125,Lenovo,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.8,149342,157.35,1,1,0,256,0,0
1127,HP,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.26,169565,125.37,0,0,0,256,0,0
1128,Lenovo,Gaming,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,No OS,2.4,88496,141.21,0,1,1,128,0,0
1129,HP,Gaming,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.35,101023,127.34,0,1,1,128,0,0
1130,HP,Notebook,Intel Core i7,8,2TB HDD,Intel HD,Windows 10,2.04,56283,100.45,0,0,2,0,0,0
1131,Lenovo,2 in 1 Convertible,Intel Core i7,8,512GB SSD,Nvidia Quadro,Windows 7,1.8,183468,157.35,1,1,0,512,0,0
1132,Asus,Notebook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.5,24875,111.94,0,0,0,0,0,32
1133,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.84,67289,141.21,0,0,0,256,0,0
1134,Acer,Notebook,Intel Core i5,4,1TB HDD,Nvidia GeForce,Windows 10,2.23,55120,141.21,0,0,1,0,0,0
1135,Lenovo,Notebook,Intel Core i7,16,1.0TB Hybrid,AMD Radeon,Windows 10,2.5,98339,141.21,0,0,0,0,10,0
1136,HP,Workstation,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 7,3.0,353392,127.34,0,1,0,256,0,0
1137,Dell,Notebook,Intel Core i5,8,1TB HDD,AMD Radeon,Windows 10,2.5,70152,100.45,0,0,1,0,0,0
1138,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.78,214663,127.34,0,0,1,256,0,0
1139,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 7,1.88,194326,141.21,0,0,0,256,0,0
1140,Lenovo,2 in 1 Convertible,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,2.8,218331,209.8,1,1,0,512,0,0
1141,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.4,102258,141.21,0,0,1,128,0,0
1142,HP,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.48,145763,165.63,1,0,0,256,0,0
1143,HP,Workstation,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 7,2.59,199451,141.21,0,1,0,256,0,0
1144,HP,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.48,160975,220.84,1,0,0,256,0,0
1145,HP,Workstation,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 7,2.0,169923,141.21,0,0,0,256,0,0
1146,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 7,1.26,205531,176.23,0,0,0,256,0,0
1147,Dell,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.18,90366,141.21,0,0,0,256,0,0
1148,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.88,141289,141.21,0,0,0,256,0,0
1149,Lenovo,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.27,209294,209.8,1,1,0,256,0,0
1150,Lenovo,Notebook,Intel Core i3,4,1TB HDD,Intel HD,No OS,1.9,30334,100.45,0,0,1,0,0,0
1151,HP,Notebook,AMD E-Series,4,500GB HDD,AMD Radeon,Windows 10,1.86,26576,100.45,0,0,500,0,0,0
1152,Lenovo,Notebook,Intel Core i5,8,1TB HDD,AMD Radeon,No OS,2.32,53599,141.21,0,0,1,0,0,0
1153,Dell,Gaming,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.62,107287,141.21,0,0,1,0,0,0
1154,Dell,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.04,201391,282.42,1,1,0,256,0,0
1155,HP,Notebook,AMD A-Series,4,256GB SSD,AMD Radeon,Windows 10,1.91,42851,141.21,0,0,0,256,0,0
1156,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,133576,127.34,0,0,1,256,0,0
1157,Lenovo,Ultrabook,Intel Core i7,12,512GB SSD,Intel HD,Windows 7,1.4,205715,157.35,0,0,0,512,0,0
1158,Lenovo,Notebook,Intel Core i5,8,1.0TB Hybrid,AMD Radeon,Windows 10,2.5,70554,141.21,0,0,0,0,10,0
1159,HP,2 in 1 Convertible,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.48,182629,220.84,1,0,0,512,0,0
1160,Lenovo,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 7,1.7,134131,157.35,0,0,0,256,0,0
1161,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,1.7,158290,157.35,0,0,1,256,0,0
1162,HP,Gaming,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.62,80443,141.21,0,1,1,0,0,0
1163,Lenovo,Notebook,Intel Core i3,8,1TB HDD,Intel HD,Windows 10,2.2,41071,100.45,0,0,1,0,0,0
1164,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,No OS,2.1,42681,100.45,0,0,500,0,0,0
1165,Dell,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.62,134041,282.42,0,0,1,128,0,0
1166,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.95,124377,141.21,0,1,0,256,0,0
1167,Lenovo,Notebook,Intel Core i3,4,1TB HDD,Nvidia GeForce,Windows 10,2.2,41877,141.21,0,0,1,0,0,0
1168,HP,Notebook,Other Intel Processor,2,32GB Flash Storage,Intel HD,Windows 10,1.44,22281,111.94,0,0,0,0,0,32
1169,MSI,Gaming,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.2,75074,141.21,0,1,1,0,0,0
1170,HP,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.96,60757,141.21,0,0,0,256,0,0
1171,HP,Notebook,Intel Core i7,16,512GB SSD,Intel UHD,Windows 10,2.1,103707,141.21,0,0,0,512,0,0
1172,Asus,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.2,33018,100.45,0,0,500,0,0,0
1173,Lenovo,Notebook,Intel Core i5,4,500GB HDD,Intel HD,No OS,2.1,35613,100.45,0,0,500,0,0,0
1174,Lenovo,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,No OS,2.2,63441,141.21,0,0,1,0,0,0
1175,Asus,Notebook,Intel Core i3,4,256GB SSD,Intel HD,Windows 10,2.0,68810,157.35,0,0,0,256,0,0
1176,Lenovo,Notebook,Intel Core i7,4,1.0TB Hybrid,Intel HD,Windows 7,2.32,73821,141.21,0,0,0,0,10,0
1177,Lenovo,Gaming,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,3.31,116771,141.21,0,1,0,512,0,0
1178,MSI,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,1.91,192684,141.21,0,0,1,128,0,0
1179,HP,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.07,58162,100.45,0,0,500,0,0,0
1180,Lenovo,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.36,146479,209.8,1,1,0,256,0,0
1181,Lenovo,Ultrabook,Intel Core i7,6,256GB SSD,Nvidia GeForce,Windows 10,1.54,74358,141.21,0,0,0,256,0,0
1182,Dell,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Linux,1.98,80085,141.21,0,0,0,256,0,0
1183,Acer,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.1,29797,100.45,0,0,500,0,0,0
1184,HP,Notebook,Intel Core i7,6,1TB HDD,Nvidia GeForce,Windows 10,2.18,71495,141.21,0,1,1,0,0,0
1185,Asus,Gaming,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.591,81337,141.21,0,1,1,256,0,0
1186,Dell,2 in 1 Convertible,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,2.09,105497,141.21,1,0,0,512,0,0
1187,Acer,Notebook,Intel Core i5,4,256GB SSD,Nvidia GeForce,Windows 10,2.23,61831,141.21,0,0,0,256,0,0
1188,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Linux,1.23,98339,276.05,1,0,0,256,0,0
1189,Acer,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.2,232559,127.34,0,1,1,256,0,0
1190,Lenovo,Gaming,Intel Core i5,8,1TB HDD,Nvidia GeForce,Windows 10,2.4,73284,141.21,0,1,1,0,0,0
1192,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.86,43398,100.45,0,0,500,0,0,0
1194,Dell,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.6,107287,165.63,1,1,0,256,0,0
1195,HP,Notebook,Intel Core i7,12,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.21,118740,141.21,0,1,1,128,0,0
1196,Lenovo,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,No OS,1.9,32929,100.45,0,0,1,0,0,0
1197,Asus,Gaming,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.3,192382,127.34,0,1,1,512,0,0
1198,Acer,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,Linux,2.1,24339,100.45,0,0,1,0,0,0
1199,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.43,183336,127.34,0,0,1,256,0,0
1200,Dell,Notebook,Intel Core i3,4,128GB SSD,AMD Radeon,Windows 10,2.3,44651,100.45,0,0,0,128,0,0
1201,Lenovo,Notebook,Intel Core i7,8,500GB HDD,Nvidia GeForce,No OS,2.2,56283,100.45,0,0,500,0,0,0
1202,Dell,2 in 1 Convertible,Intel Core i7,16,512GB SSD,Intel UHD,Windows 10,2.0,114982,141.21,1,0,0,512,0,0
1203,Dell,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.2,239806,276.05,1,0,0,512,0,0
1204,Asus,Gaming,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.2,104602,141.21,0,0,1,0,0,0
1205,Dell,Notebook,Intel Core i5,8,256GB SSD,AMD Radeon,Windows 10,2.36,79548,141.21,0,0,0,256,0,0
1206,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.91,51809,100.45,0,0,0,256,0,0
1207,Lenovo,Notebook,AMD E-Series,4,500GB HDD,AMD Radeon,Windows 10,2.2,26755,100.45,0,0,500,0,0,0
1208,Acer,Notebook,Intel Core i3,8,1TB HDD,Nvidia GeForce,Windows 10,3.3,56283,106.11,0,0,1,0,0,0
1209,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,219137,141.21,0,0,1,256,0,0
1211,Asus,Notebook,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,156501,141.21,0,0,1,128,0,0
1212,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.43,174396,127.34,0,1,1,256,0,0
1213,Dell,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.191,89391,141.21,1,1,0,256,0,0
1214,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.9,174397,127.34,0,0,1,256,0,0
1215,Acer,Netbook,Other Intel Processor,2,32GB SSD,Intel HD,Chrome OS,1.3,15570,135.09,0,0,0,32,0,0
1216,Acer,Notebook,Intel Core i3,4,1TB HDD,Nvidia GeForce,Windows 10,3.3,53509,106.11,0,0,1,0,0,0
1217,Lenovo,Notebook,Intel Core i5,8,1TB HDD,Intel HD,No OS,2.8,48230,106.11,0,0,1,0,0,0
1218,Lenovo,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.6,113819,141.21,0,1,1,128,0,0
1219,Acer,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.2,102813,157.35,1,1,0,256,0,0
1220,Lenovo,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,2.3,136815,141.21,0,1,0,256,0,0
1221,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,132082,141.21,0,0,1,128,0,0
1222,HP,Notebook,AMD A-Series,6,1TB HDD,AMD Radeon,Windows 10,2.1,47335,141.21,0,0,1,0,0,0
1223,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.26,153312,176.23,1,0,0,256,0,0
1225,Asus,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,Windows 10,2.65,27649,100.45,0,0,1,0,0,0
1226,Dell,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.29,132162,276.05,1,0,0,256,0,0
1227,Dell,Notebook,Intel Core i5,4,1TB HDD,Intel HD,Linux,2.18,46696,100.45,0,0,1,0,0,0
1228,Lenovo,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.6,92075,141.21,1,1,1,128,0,0
1229,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,102813,141.21,0,0,1,128,0,0
1230,Lenovo,Netbook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.3,147642,176.23,1,1,0,512,0,0
1232,Dell,Notebook,Intel Core i3,8,1TB HDD,Intel HD,Windows 10,2.3,41967,100.45,1,0,1,0,0,0
1233,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,142989,127.34,0,0,1,256,0,0
1234,Apple,Ultrabook,Intel Core i5,4,256GB Flash Storage,Intel HD,mac OS,1.08,85811,135.09,0,0,0,0,0,256
1235,HP,Notebook,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,2.1,42771,141.21,0,0,1,0,0,0
1236,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 7,1.54,196694,209.8,0,0,0,256,0,0
1237,Dell,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 7,2.24,65947,100.45,0,0,500,0,0,0
1238,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.3,104602,141.21,0,0,1,128,0,0
1239,Lenovo,Notebook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.4,134131,165.63,0,1,0,512,0,0
1240,Lenovo,Notebook,AMD A-Series,6,256GB SSD,AMD Radeon,Windows 10,2.2,53471,141.21,0,0,0,256,0,0
1241,Asus,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.45,114534,165.63,0,0,0,256,0,0
1242,Acer,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Linux,2.4,32374,100.45,0,0,500,0,0,0
1243,Dell,2 in 1 Convertible,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,2.77,160975,127.34,1,0,0,512,0,0
1244,HP,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 7,1.54,98427,157.35,0,0,0,256,0,0
1245,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,143168,141.21,0,1,1,256,0,0
1246,Dell,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.6,78295,111.94,0,0,500,0,0,0
1247,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.34,208041,141.21,0,1,1,256,0,0
1248,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,No OS,2.3,51272,141.21,0,1,0,256,0,0
1249,Dell,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.24,162227,276.05,1,0,0,256,0,0
1250,Dell,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Linux,2.2,28992,100.45,0,0,500,0,0,0
1251,HP,Notebook,AMD A-Series,4,500GB HDD,AMD Radeon,Windows 10,1.86,35703,100.45,0,0,500,0,0,0
1252,Lenovo,Notebook,Intel Core i3,6,128GB SSD,Nvidia GeForce,Windows 10,2.4,50914,141.21,0,0,0,128,0,0
1253,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.9,95923,157.35,0,1,0,256,0,0
1254,Dell,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.2,39728,100.45,0,0,500,0,0,0
1255,Asus,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,Windows 10,2.0,30334,100.45,0,0,1,0,0,0
1256,Asus,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.0,170012,127.34,0,1,1,128,0,0
1257,Dell,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.29,43845,100.45,0,0,500,0,0,0
1258,Lenovo,Notebook,Intel Core i7,8,1.0TB Hybrid,AMD Radeon,Windows 7,2.32,80085,141.21,0,0,0,0,10,0
1259,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.4,109971,141.21,0,0,1,128,0,0
1260,Lenovo,2 in 1 Convertible,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.8,74538,157.35,1,0,0,128,0,0
1261,Asus,Ultrabook,Other Intel Processor,8,512GB SSD,Intel HD,Windows 10,1.2,65231,165.63,0,1,0,512,0,0
1262,Dell,Notebook,Intel Core i3,6,1TB HDD,Intel HD,Windows 10,2.3,41071,100.45,0,0,1,0,0,0
1263,Acer,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Linux,2.4,25860,100.45,0,0,500,0,0,0
1264,Dell,Notebook,Other Intel Processor,2,500GB HDD,Intel HD,Windows 10,2.2,33913,100.45,0,0,500,0,0,0
1265,Lenovo,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.6,80443,141.21,0,1,1,0,0,0
1266,HP,Notebook,AMD A-Series,6,1.0TB Hybrid,AMD Radeon,Windows 10,2.04,49213,141.21,0,0,0,0,10,0
1267,Dell,Notebook,Intel Core i7,8,1TB HDD,AMD Radeon,Linux,2.3,72120,100.45,0,0,1,0,0,0
1268,HP,Netbook,Other Intel Processor,2,32GB Flash Storage,Intel HD,Windows 10,1.17,18701,135.09,0,0,0,0,0,32
1269,Asus,Notebook,Intel Core i7,4,500GB HDD,Nvidia GeForce,Windows 10,2.2,64454,100.45,0,0,500,0,0,0
1270,Lenovo,2 in 1 Convertible,Intel Core i7,4,128GB SSD,Intel HD,Windows 10,1.8,57088,157.35,1,1,0,128,0,0
1271,Lenovo,2 in 1 Convertible,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.3,134131,276.05,1,1,0,512,0,0
1272,Lenovo,Notebook,Other Intel Processor,2,64GB Flash Storage,Intel HD,Windows 10,1.5,20491,111.94,0,0,0,0,0,64
1273,HP,Notebook,Intel Core i7,6,1TB HDD,AMD Radeon,Windows 10,2.19,68363,100.45,0,0,1,0,0,0
